국회의원코드,-,국회의원명,국회의원한자명,국회의원영문명,생일구분코드,생일일자,직책명,정당명,선거구명,선거구구분명,위원회명,소속위원회명,재선구분명,당선대수,성별,전화번호,국회의원이메일주소,국회의원홈페이지URL,보좌관,비서관,비서,약력,사무실 호실,국회의원사진
P2J2744N,역대의원,유봉영,劉鳳榮,null,음,1897-11-27,null,민주공화당,null,전국구,null,문교공보위원회,초선,제8대,남,null,null,null,null,null,null,null,null,https://www.assembly.go.kr/static/portal/img/openassm/P2J2744N.jpg
XKE15891,역대의원,유삼남,柳三男,Yu Sam-nam,음,1941-09-10,국회의원,새천년민주당,비례대표,비례대표,null,"2010년세계박람회유치특별위원회, 남북관계발전지원특별위원회, 국방위원회, 예산결산특별위원회",초선,제16대,남,null,null,null,null,null,null,null,null,https://www.assembly.go.kr/static/portal/img/openassm/XKE15891.jpg
MU69217P,현직의원,유상범,劉相凡,YOO SANGBUM,음,1966-06-04,위원,미래통합당/국민의힘,강원 홍천군횡성군영월군평창군/강원 홍천군횡성군영월군평창군,지역구/지역구,"순직 해병 수사 방해 및 사건 은폐 등의 진실규명을 위한 국정조사특별위원회, 국회운영위원회, 재정경제기획위원회","순직 해병 수사 방해 및 사건 은폐 등의 진실규명을 위한 국정조사특별위원회, 국회운영위원회, 재정경제기획위원회",재선,"제21대, 제22대",남,02-784-4760,sbyoo64@naver.com,https://blog.naver.com/sbyoo64,"김원호, 최영수","장수진, 정순","박동일, 황세원, 표윤선, 장주영",■ 학력 &middot; 경기고등학교 &middot; 서울대학교 법학 학사 &middot; 제31회 사법시험 합격 &middot; 제21기 사법연수원  ■ 경력 (현) 국민의힘 원내수석부대표 (현) 국민의힘 연금개혁특별위원회 위원 (현) 국민의힘 딥페이크 디지털 성범죄 대응 특별위원회 위원 (현) 국민의힘 이재명 사법파괴 저지 특별위원장 (현) 국민의힘 제3정책조정위원장 (운영&middot;법사&middot;행안) (전) 제22대 국회 전반기 법제사법위원회 위원(간사) (전) 국민의힘 비상대책위원 (전) 제21대 국회 후반기 정보위원회 위원(간사) (전) 제21대 국회 후반기 법제사법위원회 위원(간사) (전) 국민의힘 수석대변인 (전) 국민의힘 강원특별자치도당위원장 (전) 국민의힘 법률자문위원회 위원장 (전) 서울중앙지방검찰청 3차장 검사 (전) 창원지방검찰청 검사장 (전) 국민의힘 원내부대표  (전) 제21대 국회 전반기 법제사법위원회 위원(간사) (전) 제21대 국회 전반기 예산결산특별위원회 위원 (전) 제20대 대통령직인수위원회 정무사법행정분과 위원 (전) 국민의힘 제20대 대통령선거 선거대책위원회 법률지원단장 (전) 국민의힘 이재명비리국민검증특별위원회 위원 (전) 국민의힘 공명선거추진단 위원 (전) 국민의힘 인권위원회 위원장,의원회관 736호,https://www.assembly.go.kr/static/portal/img/openassm/new/9d4701db5dcd4eafa39d36c1dbc44e47.jpg
3V397805,역대의원,유상호,柳尙昊,"Yu, Sang-ho",음,1934-07-23,null,민주정의당/민주정의당,"경남 의령,함안,합천군/경남 의령,함안,합천군",지역구/지역구,null,"예산결산특별위원회, 재무위원회, 내무위원회/헌법개정특별위원회, 농수산위원회, 법제사법위원회",재선,"제11대, 제12대",남,null,null,null,null,null,null,null,null,https://www.assembly.go.kr/static/portal/img/openassm/3V397805.jpg
SKV1971K,역대의원,유선호,柳宣浩,Lew Seon Ho,음,1953-09-27,국회의원/국회의원,새정치국민회의/열린우리당/통합민주당,"경기도 군포시/전라남도 장흥,영암군/전남 장흥군강진군영암군",지역구/지역구/지역구,null,"교육위원회, 법제사법위원회, 행정자치위원회, 정치개혁입법특별위원회, 환경노동위원회, 제도개선특별위원회, 국회운영위원회, 내무위원회/예산결산특별위원회, 문화관광위원회, 정보위원회, 정무위원회, 통일외교통상위원회, 이라크내테러집단에의한한국인피살사건관련진상조사특별위원회/외교통상통일위원회, 대법관(이상훈)임명동의에 관한 인사청문특별위원회, 감사원장(정동기) 임명동의에 관한 인사청문특별위원회, 사법제도개혁특별위원회, 국토해양위원회, 법제사법위원회",3선,"제15대, 제17대, 제18대",남,null,null,null,null,null,null,null,null,https://www.assembly.go.kr/static/portal/img/openassm/SKV1971K.jpg
7KU80352,역대의원,유성갑,柳聖甲,null,음,1910-11-11,null,단민당,전남 고흥을,지역구,null,법제사법위원회,초선,제헌,남,null,null,null,null,null,null,null,null,https://www.assembly.go.kr/static/portal/img/openassm/7KU80352.jpg
8941463K,역대의원,유성권,劉聖權,null,음,1915-04-11,null,민주당/민주당/민주당,서울 성동구갑/서울 성동구갑/서울 성동구갑,지역구/지역구/지역구,null,"국방위원회, 교통체신위원회/국방위원회/국토통일연구원특별위원회, 내무위원회",3선,"제4대, 제5대, 제6대",남,null,null,null,null,null,null,null,null,https://www.assembly.go.kr/static/portal/img/openassm/8941463K.jpg
3SK6343V,역대의원,유성근,兪成根,You Sung-keun,음,1950-02-15,국회의원,한나라당,경기도 하남시,지역구,null,"여성위원회, 예산결산특별위원회, 미래전략특별위원회, 교육위원회, 인사청문특별위원회(대법관), 국회운영위원회, 여성특별위원회, 행정자치위원회",초선,제16대,남,null,null,null,null,null,null,null,null,https://www.assembly.go.kr/static/portal/img/openassm/3SK6343V.jpg
PMU9670G,역대의원,유성범,劉聖範,null,음,1923-10-27,null,신민당,null,전국구,null,교통체신위원회,초선,제8대,남,null,null,null,null,null,null,null,null,https://www.assembly.go.kr/static/portal/img/openassm/PMU9670G.jpg
I7Z3068X,역대의원,유성엽,柳成葉,YOU SUNGYOP,양,1960-01-25,null,무소속/무소속/국민의당,전북 정읍시/전북 정읍시/전북 정읍시고창군,지역구/지역구/지역구,null,"연금제도개선특별위원회, 윤리특별위원회, 교육과학기술위원회, 예산결산특별위원회, 대법관(신영철) 임명동의에 관한 인사청문특별위원회, 미래전략 및 과학기술특별위원회, 농림수산식품위원회/국무총리(이완구) 임명동의에 관한 인사청문특별위원회, 농림축산식품해양수산위원회, 예산결산특별위원회, 동북아역사왜곡대책 특별위원회, 미래창조과학방송통신위원회, 교육문화체육관광위원회, 헌법재판소 재판관(강일원·김이수·안창호) 선출에 관한 인사청문특별위원회, 교육과학기술위원회, 윤리특별위원회/정보위원회, 국회운영위원회, 대법관(김상환) 임명동의에 관한 인사청문특별위원회, 기획재정위원회, 정치개혁 특별위원회, 교육문화체육관광위원회",3선,"제18대, 제19대, 제20대",남,null,null,null,null,null,null,null,null,https://www.assembly.go.kr/static/portal/img/openassm/I7Z3068X.jpg
RFX7323F,역대의원,유성환,兪成煥,"Yoo, Sung-hwan",음,1931-08-20,null,신한민주당/민주자유당,"대구 중,서구",지역구/전국구,null,"예산결산특별위원회, 외무위원회, 교통체신위원회, 내무위원회/건설교통위원회, 건설위원회, 교육위원회",재선,"제12대, 제14대",남,null,null,null,null,null,null,null,null,https://www.assembly.go.kr/static/portal/img/openassm/RFX7323F.jpg
T856148T,역대의원,유수현,劉守鉉,null,음,1915-01-30,null,정민회,전남 광주시갑,지역구,null,상공위원회,초선,제6대,남,null,null,null,null,null,null,null,null,https://www.assembly.go.kr/static/portal/img/openassm/T856148T.jpg
9TG26303,역대의원,유수호,劉守鎬,Yoo Su-ho,음,1931-12-16,null,민주정의당/민주자유당,대구 중구/대구 중구,지역구/지역구,null,"조선대생이철규변사사건조사특별위원회, 국회운영위원회, 예산결산특별위원회, 5.18광주민주화운동진상조사특별위원회, 민주발전을위한법률개폐특별위원회, 법제사법위원회/법제사법위원회",재선,"제13대, 제14대",남,null,null,null,null,null,null,null,null,https://www.assembly.go.kr/static/portal/img/openassm/9TG26303.jpg
SQC5130Y,역대의원,유수환,柳壽桓,null,음,1932-05-30,null,민주정의당,null,전국구,null,"농수산위원회, 경제과학위원회",초선,제11대,남,null,null,null,null,null,null,null,null,https://www.assembly.go.kr/static/portal/img/openassm/SQC5130Y.jpg
VJI5607W,역대의원,유순식,柳順植,null,음,1912-12-11,null,자유당/자유당,충남 서산군을/충남 서산을,지역구/지역구,null,"국회운영위원회, 보건사회위원회, 내무위원회/국회운영위원회, 내무위원회",재선,"제3대, 제4대",남,null,null,null,null,null,null,null,null,https://www.assembly.go.kr/static/portal/img/openassm/VJI5607W.jpg
PWU27609,역대의원,유승민,劉承旼,YOO SEONGMIN,음,1958-01-07,국회의원,한나라당/한나라당/한나라당/새누리당/무소속,대구 동구을/비례(한) 비례(한나라당)/대구 동구을/대구 동구을/대구 동구을,비례대표/지역구/지역구/지역구,null,"재정경제위원회, 법제사법위원회, 국회개혁특별위원회, 예산결산특별위원회, 정무위원회/재정경제위원회, 법제사법위원회, 국회개혁특별위원회, 예산결산특별위원회, 정무위원회/공항·발전소·액화천연가스인수기지주변대책특별위원회, 천안함 침몰사건 진상조사특별위원회, 국가균형발전 및 행정중심복합도시대책특별위원회, 국방위원회, 예산결산특별위원회, 국군부대의유엔레바논평화유지군(UNIFIL)파견연장동의안심사특별위원회/국회운영위원회, 정보위원회, 외교통일위원회, 국방위원회/기획재정위원회",4선,"제17대, 제17대, 제18대, 제19대, 제20대",남,null,null,null,null,null,null,null,null,https://www.assembly.go.kr/static/portal/img/openassm/PWU27609.jpg
05179989,역대의원,유승우,柳勝優,YOO Seung Woo,음,1948-11-25,null,새누리당,경기 이천시,지역구,null,"동북아역사왜곡대책 특별위원회, 농림축산식품해양수산위원회, 예산결산특별위원회, 동북아역사왜곡대책 특별위원회, 정치쇄신 특별위원회, 안전행정위원회, 지방재정 특별위원회, 행정안전위원회",초선,제19대,남,null,null,null,null,null,null,null,null,https://www.assembly.go.kr/static/portal/img/openassm/05179989.jpg
4QG8322V,역대의원,유승원,柳承源,null,음,1921-06-25,null,민주공화당/민주공화당/민주공화당/민주공화당,경기 인천시갑/경기 인천시갑/경기 인천/경기 인천,지역구/지역구/지역구/지역구,null,"특정재벌밀수사건진상조사특별위원회, 박한상의원및최영철기자테러사건진상조사특별위원회, 건설위원회/예산결산특별위원회, 건설위원회/교통체신위원회, 건설위원회/교통체신위원회",4선,"제6대, 제8대, 제9대, 제10대",남,null,null,null,null,null,null,null,null,https://www.assembly.go.kr/static/portal/img/openassm/4QG8322V.jpg
Q7Q21040,역대의원,유승준,兪昇濬,null,음,1910-01-03,null,무소속/민주당,충남 홍성/충남 홍성군,지역구/지역구,null,"상공위원회/국방위원회, 내무위원회",재선,"제2대, 제4대",남,null,null,null,null,null,null,null,null,https://www.assembly.go.kr/static/portal/img/openassm/Q7Q21040.jpg
9BE5694R,역대의원,유승희,兪承希,YOU SEUNGHEE,음,1960-04-26,국회의원,열린우리당/민주통합당/더불어민주당,비례대표/서울 성북구갑/서울 성북구갑,비례대표/지역구/지역구,null,"방송통신특별위원회, 국회운영위원회, 한·미자유무역협정(FTA)체결대책특별위원회, 민족화해와번영을위한남북평화통일특별위원회, 국무총리(한명숙)임명동의에관한인사청문특별위원회, 여성가족위원회, 국회개혁특별위원회, 과학기술정보통신위원회, 여성위원회, 이라크내테러집단에의한한국인피살사건관련진상조사특별위원회/방송공정성 특별위원회, 미래창조과학방송통신위원회, 아동·여성대상 성폭력 대책 특별위원회, 문화체육관광방송통신위원회, 여성가족위원회/기획재정위원회, 윤리특별위원회, 과학기술정보방송통신위원회, 예산결산특별위원회, 정치발전 특별위원회, 미래창조과학방송통신위원회",3선,"제17대, 제19대, 제20대",여,null,null,null,null,null,null,null,null,https://www.assembly.go.kr/static/portal/img/openassm/9BE5694R.jpg
XFH9918T,역대의원,유시민,柳時敏,"Rhyu, Si-min",음,1959-07-28,국회의원/국회의원,개혁국민정당/열린우리당,경기도 고양시덕양구갑/경기도 고양시덕양구갑,지역구/지역구,null,"장애인특별위원회, 보건복지위원회/과학기술정보통신위원회, 국민연금제도개선특별위원회, 재정경제위원회, 정치개혁특별위원회, 법제사법위원회, 보건복지위원회",재선,"제16대, 제17대",남,null,null,null,null,null,null,null,null,https://www.assembly.go.kr/static/portal/img/openassm/XFH9918T.jpg
